Store,CompetitionDistance,StoreType_a,StoreType_b,StoreType_c,StoreType_d,Assortment_a,Assortment_b,Assortment_c,Promo2_0,Promo2_1,Promo_Jan,Promo_Feb,Promo_Mar,Promo_Apr,Promo_May,Promo_Jun,Promo_Jul,Promo_Aug,Promo_Sept,Promo_Oct,Promo_Nov,Promo_Dec,CompetitionDistance_log,CompMonth_sin,CompMonth_cos,PromoWeek_sin,PromoWeek_cos,CompetitionAgeMonths,Promo2AgeWeeks,CompetitionDistance_bin_Close,CompetitionDistance_bin_Far,CompetitionDistance_bin_Very_Far
126,8.12296471523406,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.2107948296844846,-0.8660254037844386,0.5000000000000001,0.8229838658936565,-0.5680647467311557,10,221,0,1,0
127,7.208600337960199,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.105182426343464,-2.4492935982947064e-16,1.0,1.0,-1.6081226496766366e-16,116,278,1,0,0
128,7.601402334583733,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.1519252521271723,-1.0,-1.8369701987210297e-16,0.12053668025532305,0.992708874098054,23,134,1,0,0
129,7.808323050391055,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.175697075676845,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,1,0
130,6.803505257608338,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.0545730247502716,-1.0,-1.8369701987210297e-16,1.0,-1.6081226496766366e-16,23,278,1,0,0
131,6.825460036255307,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.057382525273877,-0.4999999999999997,-0.8660254037844388,0.992708874098054,-0.12053668025532288,1,225,1,0,0
132,6.947937068614969,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.072912406768814,-1.0,-1.8369701987210297e-16,-0.12053668025532283,-0.992708874098054,23,160,1,0,0
133,5.602118820879701,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1.887390630978784,-0.8660254037844385,-0.5000000000000004,0.9350162426854148,0.35460488704253557,24,73,0,0,0
134,7.090909822079984,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.0907411873032014,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,83,225,1,0,0
135,8.55468163582723,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.2570312580191128,-1.0,-1.8369701987210297e-16,0.12053668025532305,0.992708874098054,23,134,0,1,0
136,7.696667081526462,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.1629398581838375,-2.4492935982947064e-16,1.0,0.46472317204376906,-0.8854560256532096,56,165,1,0,0
137,7.456454555176209,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.134930002465673,-0.4999999999999997,-0.8660254037844388,-0.992708874098054,0.1205366802553232,1,43,1,0,0
138,10.14096783995039,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.410629110433608,-0.8660254037844386,0.5000000000000001,0.992708874098054,-0.12053668025532288,10,225,0,0,1
139,7.438971592395862,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.1328604519414474,0.49999999999999994,0.8660254037844387,0.992708874098054,-0.12053668025532288,91,225,1,0,0
140,6.994849985833071,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.0787975826118283,-0.4999999999999997,-0.8660254037844388,0.12053668025532305,0.992708874098054,61,134,1,0,0
141,7.340186835320115,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2.121085618436288,-1.0,-1.8369701987210297e-16,0.46472317204376906,-0.8854560256532096,23,165,1,0,0
142,6.994849985833071,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.0787975826118283,-0.4999999999999997,-0.8660254037844388,0.992708874098054,-0.12053668025532288,157,225,1,0,0
143,7.983098940710892,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.195344916403367,-2.4492935982947064e-16,1.0,0.992708874098054,-0.12053668025532288,152,225,0,1,0
144,9.715409458629791,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.3716828417866274,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,0,1
145,5.638354669333745,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1.8928641420201489,-1.0,-1.8369701987210297e-16,-0.7485107481711011,0.6631226582407952,23,298,0,0,0
146,8.993551586299981,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.301940043624425,-0.8660254037844386,0.5000000000000001,-0.4647231720437684,0.88545602565321,646,139,0,0,1
147,9.052633375946147,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.307834627639214,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,0,1
148,7.645397699428633,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.1570271214812515,-2.4492935982947064e-16,1.0,0.992708874098054,-0.12053668025532288,80,225,1,0,0
149,7.867488568699128,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.1823916185415078,-0.4999999999999997,-0.8660254037844388,0.992708874098054,-0.12053668025532288,109,225,0,1,0
150,10.36819593668493,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.4308196264559876,1.0,6.123233995736766e-17,0.992708874098054,-0.12053668025532288,65,225,0,0,1
151,8.380456667842767,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.238628447104128,-0.8660254037844386,0.5000000000000001,0.992708874098054,-0.12053668025532288,118,225,0,1,0
152,7.484930283289661,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.1382916821868667,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,1,0,0
153,9.695294188174604,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.3698038492317557,-0.8660254037844386,0.5000000000000001,0.8229838658936565,-0.5680647467311557,178,221,0,0,1
154,9.706316282491835,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.37083387408029,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,0,1
155,8.02322468471667,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.1998017740341127,-1.0,-1.8369701987210297e-16,-0.8854560256532096,-0.4647231720437691,23,256,0,1,0
156,7.611347717403621,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2.153080835505375,0.8660254037844386,0.5000000000000001,0.992708874098054,-0.12053668025532288,54,225,1,0,0
157,7.989899374942939,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.1961016554223263,-0.8660254037844386,0.5000000000000001,0.992708874098054,-0.12053668025532288,130,225,0,1,0
158,9.379323364330956,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.3398156891323714,-1.0,-1.8369701987210297e-16,-0.5680647467311556,-0.8229838658936566,23,312,0,0,1
159,9.051461866908694,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.307718083320793,1.0,6.123233995736766e-17,0.992708874098054,-0.12053668025532288,29,225,0,0,1
160,9.747476810531971,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.3746710117243732,-0.5000000000000004,0.8660254037844384,0.992708874098054,-0.12053668025532288,117,225,0,0,1
161,7.996653875462607,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.1968527165893152,1.0,6.123233995736766e-17,0.992708874098054,-0.12053668025532288,125,225,0,1,0
162,8.58316818033977,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.2600082450709036,1.0,6.123233995736766e-17,1.0,-1.6081226496766366e-16,41,278,0,1,0
163,7.300472814267799,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.116312478754509,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.12053668025532288,76,225,1,0,0
164,7.057036981697891,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.086545868792951,-1.0,-1.8369701987210297e-16,1.0,-1.6081226496766366e-16,119,278,1,0,0
165,8.221747728346623,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.2215645779935858,0.8660254037844387,-0.4999999999999998,1.0,-1.6081226496766366e-16,124,278,0,1,0
166,4.61512051684126,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1.7254630513334037,0.8660254037844387,-0.4999999999999998,-0.5680647467311556,-0.8229838658936566,16,104,0,0,0
167,4.948759890378168,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1.783182776049518,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.12053668025532288,88,225,0,0,0
168,9.43675855582405,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.3453340510860015,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,0,1
169,6.888572459565364,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.065415188141318,-0.4999999999999997,-0.8660254037844388,0.8229838658936565,-0.5680647467311557,13,65,1,0,0
170,6.976348070447749,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.076480671432496,0.49999999999999994,-0.8660254037844387,0.992708874098054,-0.12053668025532288,3,225,1,0,0
171,7.878912912297133,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.183679129723806,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,1,0
172,4.709530201312334,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1.742136743805324,-1.0,-1.8369701987210297e-16,-0.992708874098054,0.1205366802553232,23,43,0,0,0
173,5.860786223465865,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1.9258220450052628,-2.4492935982947064e-16,1.0,0.992708874098054,-0.12053668025532288,32,225,0,0,0
174,9.4796802501801,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.3494381679484437,-1.0,-1.8369701987210297e-16,0.46472317204376906,-0.8854560256532096,23,165,0,0,1
175,8.326274787396764,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.232835662609653,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,1,0
176,8.235095497258357,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.223010954394528,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,1,0
177,7.131698510466912,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.095769820615829,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,138,130,1,0,0
178,7.444833273892193,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.1335548074825423,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,1,0,0
179,6.175867270105761,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1.9707236282233618,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,0,0
180,8.665785595466064,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.2685923918677653,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,59,225,0,1,0
181,9.442324727955874,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.345867232757633,1.0,6.123233995736766e-17,0.992708874098054,-0.12053668025532288,29,225,0,0,1
182,7.237778191923443,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2.10873067066032,-1.0,-1.8369701987210297e-16,0.8854560256532099,0.4647231720437686,23,230,1,0,0
183,9.176886995716965,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.3201191682586857,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,0,1
184,8.177796683277778,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.216787163109899,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,1,0
185,7.528869256642251,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.143456791947846,0.49999999999999994,-0.8660254037844387,0.992708874098054,-0.12053668025532288,3,225,1,0,0
186,5.673323267171493,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1.898117976801967,-0.8660254037844386,0.5000000000000001,-0.992708874098054,0.1205366802553232,46,43,0,0,0
187,9.871016012389166,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.386100166166153,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,0,1
188,6.746412128573375,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.0472297850184633,-1.0,-1.8369701987210297e-16,0.8229838658936565,-0.5680647467311557,23,221,1,0,0
189,8.658866349732383,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.2678762862376107,-0.4999999999999997,-0.8660254037844388,0.992708874098054,-0.12053668025532288,13,225,0,1,0
190,7.293697720601438,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.115495915609207,-2.4492935982947064e-16,1.0,-0.992708874098054,0.1205366802553232,104,43,1,0,0
191,7.00397413672268,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.079938185422248,-0.8660254037844385,-0.5000000000000004,-0.992708874098054,0.1205366802553232,24,43,1,0,0
192,7.926963544862978,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.18907630849481,1.0,6.123233995736766e-17,-0.992708874098054,0.1205366802553232,89,43,0,1,0
193,6.255750041753367,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1.9817942637290324,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,0,0
194,9.739261284011263,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.373906304965729,-1.0,-1.8369701987210297e-16,0.5680647467311558,0.8229838658936564,23,130,0,0,1
195,5.3981627015177525,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1.85601087126303,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,0,0
196,8.25608813381491,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.2252815116497286,-0.5000000000000004,0.8660254037844384,0.992708874098054,-0.12053668025532288,117,225,0,1,0
197,8.345455428161928,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.2348901746758143,1.0,6.123233995736766e-17,0.992708874098054,-0.12053668025532288,5,225,0,1,0
198,5.673323267171493,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1.898117976801967,-1.0,-1.8369701987210297e-16,1.0,-1.6081226496766366e-16,155,278,0,0,0
199,8.757940876678804,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2.2780814024163645,-2.4492935982947064e-16,1.0,0.992708874098054,-0.12053668025532288,56,173,0,1,0
200,7.409136443920128,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.129318786658012,-0.8660254037844386,0.5000000000000001,0.992708874098054,-0.12053668025532288,178,225,1,0,0
201,9.91645313492615,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2.390271113062412,-1.0,-1.8369701987210297e-16,0.8229838658936565,-0.5680647467311557,23,65,0,0,1
202,8.545002892055505,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.2560177601693367,0.49999999999999994,-0.8660254037844387,0.992708874098054,-0.12053668025532288,63,225,0,1,0
203,6.19644412779452,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1.9735870328878404,-0.5000000000000004,0.8660254037844384,0.992708874098054,-0.12053668025532288,153,225,0,0,0
204,8.636042325254618,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.2655104771521333,-2.4492935982947064e-16,1.0,-0.992708874098054,0.1205366802553232,152,43,0,1,0
205,4.709530201312334,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1.742136743805324,-2.4492935982947064e-16,1.0,0.992708874098054,-0.12053668025532288,92,225,0,0,0
206,5.942799375126701,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1.9377050613615177,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,173,0,0,0
207,8.835064935031076,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.2859540542626506,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,1,0
208,5.707110264748875,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1.9031681972312866,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.12053668025532288,112,225,0,0,0
209,9.365718869155696,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.3385040989247043,-1.0,-1.8369701987210297e-16,-0.5680647467311556,-0.8229838658936566,47,104,0,0,1
210,6.878326468291325,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.0641155041941834,-0.5000000000000004,0.8660254037844384,0.5680647467311558,0.8229838658936564,189,130,1,0,0
211,5.860786223465865,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1.9258220450052628,-0.5000000000000004,0.8660254037844384,0.992708874098054,-0.12053668025532288,105,225,0,0,0
212,9.619199713152362,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.362663656397353,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,83,225,0,0,1
213,8.301769763117166,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.230204679164385,1.0,6.123233995736766e-17,0.12053668025532305,0.992708874098054,17,82,0,1,0
214,9.065430200180376,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.309106800372111,-0.4999999999999997,-0.8660254037844388,0.9350162426854148,0.35460488704253557,25,73,0,0,1
215,5.017279836814924,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1.7946353028541102,-1.0,-1.8369701987210297e-16,-0.7485107481711011,0.6631226582407952,23,298,0,0,0
216,5.25227342804663,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1.8329451460953283,-1.0,-1.8369701987210297e-16,-0.7485107481711011,0.6631226582407952,23,298,0,0,0
217,8.055475141757274,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.2033695628198258,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,1,0
218,6.46302945692067,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2.0099614252030538,-1.0,-1.8369701987210297e-16,0.8854560256532099,0.4647231720437686,23,230,0,0,0
219,7.403061091090091,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.1285960550719913,0.8660254037844386,0.5000000000000001,0.992708874098054,-0.12053668025532288,30,225,1,0,0
220,6.90875477931522,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.067970345786057,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,83,225,1,0,0
221,9.512738628263644,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.3525877245195486,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,0,1
222,7.682943169878292,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.1613605460701373,-0.5000000000000004,0.8660254037844384,0.992708874098054,-0.12053668025532288,81,225,1,0,0
223,7.979681302387741,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.194964391972501,-0.8660254037844386,0.5000000000000001,-0.12053668025532283,-0.992708874098054,238,212,0,1,0
224,8.97853441008332,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.3004362268423972,-1.0,-1.8369701987210297e-16,0.12053668025532305,0.992708874098054,23,134,0,0,1
225,9.228278517107196,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.3251562879055863,0.49999999999999994,-0.8660254037844387,0.992708874098054,-0.12053668025532288,3,225,0,0,1
226,6.111467339502679,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1.9617085993863232,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,0,0
227,7.771067086065406,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.171458473562204,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,1,0
228,9.287394001418471,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.3309192623212813,-1.0,-1.8369701987210297e-16,0.8229838658936565,-0.5680647467311557,23,221,0,0,1
229,9.764857469366598,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.376286890539784,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.12053668025532288,100,225,0,0,1
230,8.807022955925477,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.2830987571768406,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,1,0
231,8.253488028345904,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.2250005645914785,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,82,252,0,1,0
232,9.51569044208137,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2.3528684695839788,0.49999999999999994,-0.8660254037844387,0.9350162426854148,0.35460488704253557,63,125,0,0,1
233,7.544861068658458,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.145330057647603,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,1,0,0
234,8.382747094863314,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.2388725873971067,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,1,0
235,8.650149418664864,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.2669733990304897,1.0,6.123233995736766e-17,-0.970941817426052,-0.23931566428755774,41,306,0,1,0
236,6.90875477931522,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.067970345786057,-0.5000000000000004,0.8660254037844384,0.992708874098054,-0.12053668025532288,93,225,1,0,0
237,7.259116128097101,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.111317575523662,-0.5000000000000004,0.8660254037844384,0.992708874098054,-0.12053668025532288,93,225,1,0,0
238,5.771441123130016,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1.9127139332707952,-1.0,-1.8369701987210297e-16,-0.7485107481711011,0.6631226582407952,23,298,0,0,0
239,6.415096959171596,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.003518051589582,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,0,0
240,7.01301578963963,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.081067193296879,0.49999999999999994,-0.8660254037844387,0.992708874098054,-0.12053668025532288,75,225,1,0,0
241,6.660575149839686,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.036087065769243,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,1,0,0
242,8.83651926920248,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.28610191568133,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,167,225,0,0,1
243,5.739792912179234,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1.9080291992562277,-1.0,-1.8369701987210297e-16,0.5680647467311558,0.8229838658936564,23,130,0,0,0
244,6.566672429803241,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.0237533974669626,1.0,6.123233995736766e-17,0.12053668025532305,0.992708874098054,41,186,0,0,0
245,7.1785454837637,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.1015143210831027,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,1,0,0
246,8.446985296372741,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.245695674352288,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.12053668025532288,28,225,0,1,0
247,4.262679877041316,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1.6606403793348097,-0.5000000000000004,0.8660254037844384,0.5680647467311558,0.8229838658936564,57,130,0,0,0
248,5.831882477283517,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1.9216002545355522,-1.0,-1.8369701987210297e-16,-0.992708874098054,0.1205366802553232,35,147,0,0,0
249,9.798737961337055,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.379429271870292,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,11,225,0,0,1
250,8.166500319155052,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.21555556883849,-1.0,-1.8369701987210297e-16,0.8229838658936565,-0.5680647467311557,23,169,0,1,0
251,5.831882477283517,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1.9216002545355522,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,0,0
252,10.013731126634887,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.3991427785788924,-1.0,-1.8369701987210297e-16,0.5680647467311558,0.8229838658936564,23,286,0,0,1
253,5.525452939131784,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1.8757103667584751,-1.0,-1.8369701987210297e-16,0.5680647467311558,0.8229838658936564,23,130,0,0,0
